공고명,지원대상,주관기관,사업유형,신청기간,등록일자,해시태그,url,공고번호
[대구] 남구 청년 외식업주 위생등급 컨설팅 지원 대상업소 추가 모집 공고,소상공인,대구광역시,유관기관지원사업,상시 접수,2025-05-09T11:08:45,"['인력', '경영', '대구', '외식환경조성', '위생수준진단', '2025', '제과점', '현장방문', '1:1', '맞춤형', '휴게음식점', '일반음식점', '대구광역시', '기초자치단체', '컨설팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000109014,
[부산] 금정구 인구감소지역(관심지역) 소재 중소기업 특례보증 금융지원 신청 공고,중소기업,부산광역시,유관기관지원사업,예산 소진시까지,2025-05-09T10:55:01,"['금융', '인력', '부산', '유망서비스업', '기업가형소상공인', '2025', '고용창출기업', '신성장동력산업', '인구감소지역', '금정구', '지역주력산업', '특례보증', '운전자금', '소재부품장비', '시설자금', '부산광역시', '기초자치단체', '벤처기업', '융자']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108998,
[부산] 북구 2025년 소규모 음식점 조리환경 개선 참여 업소 모집 공고,소상공인,부산광역시,유관기관지원사업,예산 소진시까지,2025-05-09T10:35:17,"['인력', '경영', '부산', '먹거리제공', '조리환경개선', '외식환경조성', '2025', '청소', '후드', '음식점', '소규모', '일반음식점', '부산광역시', '기초자치단체', '컨설팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108994,
[부산] 진구 2025년 음식점 위생등급제 사전 컨설팅 지원 사업 참여 업소 모집 공고,소상공인,부산광역시,유관기관지원사업,2025-04-01 ~ 2025-10-31,2025-05-09T10:25:12,"['인력', '경영', '부산', '식품접객엄', '제과점영업', '위생등급제', '2025', '음식점', '부산진구', '사전컨설팅', '휴게음식점', '일반음식점', '부산광역시', '기초자치단체']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108990,
[서울] 강서구 POP-UP store ON 강서 참여기업 추가 모집 공고,중소기업,서울특별시,유관기관지원사업,예산 소진시까지,2025-05-09T09:40:19,"['내수', '서울', '제조ㆍ유통', '라운지', '쇼케이스전시', '2025', '판매', '강서구', '생활용품', '패션', '홍보', '기초자치단체', '서울특별시', '헬스케어', '뷰티', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000109001,
포스트팁스(Post-TIPS)(2025년 프리팁스(Pre-TIPS) 및 포스트팁스(Post-TIPS) 창업기업 지원계획 통합 공고),창업벤처,중소벤처기업부,유관기관지원사업,차수별 상이,2025-05-09T09:22:41,"['창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '지재권취득', '시드트랙', '지역트랙', 'Pre-TIPS', 'Post-TIPS', '2025', '사업모델', '예비창업팀', '초기창업기업', 'TIPS', '엔젤투자', '한국엔젤투자협회', '시제품제작', '창업기업', '사업화자금', '중소벤처기업부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108957,
[비수도권] 프리팁스(Pre-TIPS)(2025년 프리팁스(Pre-TIPS) 및 포스트팁스(Post-TIPS) 창업기업 지원계획 통합 공고),창업벤처,중소벤처기업부,유관기관지원사업,차수별 상이,2025-05-09T09:16:16,"['창업', '부산', '대구', '광주', '대전', '울산', '세종', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '지역트랙', 'Pre-TIPS', 'Post-TIPS', '2025', '비수도권', '예비창업팀', '초기창업기업', 'TIPS', '엔젤투자', '한국엔젤투자협회', '창업기업', '중소벤처기업부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108977,
2025년 프리팁스(Pre-TIPS) 및 포스트팁스(Post-TIPS) 창업기업 지원계획 통합 공고,창업벤처,중소벤처기업부,유관기관지원사업,차수별 상이,2025-05-08T14:30:36,"['창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '시드트랙', '지역트랙', 'Pre-TIPS', 'Post-TIPS', '예비창업팀', '초기창업기업', 'TIPS', '엔젤투자', '한국엔젤투자협회', '창업기업', '중소벤처기업부', '2025']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108974,
[인천] 2025년 소상공인 IP(지식재산)창출지원 IP 출원지원(상표출원) 사업 공고,소상공인,인천광역시,유관기관지원사업,예산 소진시까지,2025-05-08T13:47:27,"['금융', '경영', '인천', 'IP출원지원', '창출지원', '2025', '상호', '인천지식재산센터', '상표출원', '브랜드', '인천광역시', '지식재산', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108948,
[경기] 2025년 소상공인 사업정리 지원사업 모집 공고,중소기업,경기도,유관기관지원사업,예산 소진시까지,2025-05-08T11:03:51,"['금융', '창업', '경영', '경기', '충격완화', '분야별지원', '사업지원금', '2025', '사업정리', '경기도시장상권진흥원', '재기지원', '경기도', '컨설팅', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108939,
[인천] 2025년 IoT 테스트필드 실증 지원사업(실증자원 매칭형) 모집 공고,중소기업,과학기술정보통신부,유관기관지원사업,상시 접수,2025-05-07T11:28:35,"['기술', '창업', '인천', '실증자원매칭', '서비스검증', '2025', '테스트필드', '인천경제자유구역', 'IoT', '신기술', '서비스', '서비스실증', '인천테크노파크', '과학기술정보통신부', '스타트업', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108871,
[경북] 청도군 2025년 소상공인 카드수수료 지원사업 참여업체 모집 공고,소상공인,경상북도,유관기관지원사업,예산 소진시까지,2025-05-07T09:43:20,"['금융', '경영', '경북', '참여점포', '행복카드', '2025', '카드수수료', '청도군', '경상북도경제진흥원', '지원사업', '경상북도', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108846,
[전북] 2025년 소상공인 IP(지식재산)창출지원 IP출원지원(상표출원) 사업 공고,소상공인,전북특별자치도,유관기관지원사업,예산 소진시까지,2025-05-02T13:31:38,"['경영', '전북', '한국발명진흥회전북지부', '출원지원', '전북특별자치도', '창출지원', '2025', '상표출원', 'IP', '지식재산', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108804,
[경기] 고양시 2025년 인쇄소공인 경영ㆍ기술닥터 사업 모집 공고,소상공인,경기도,유관기관지원사업,예산 소진시까지,2025-05-02T09:19:18,"['금융', '경영', '경기', '세무자금', '가업', '장항동', '생산품질', '2025', '인쇄소공인', '경영전략', '고양시', '기술닥터', '기술애로', '경기테크노파크', '디자인', '경기도', '인증', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108753,
[경남] 김해시 2025년 스타트업 마케팅 강화사업(디자인 멘토링) 참여기업 모집 연장 공고,창업벤처,경상남도,유관기관지원사업,예산 소진시까지,2025-04-30T13:31:21,"['금융', '창업', '경영', '경남', '심화멘토링', '어워드멘토링', '브랜딘개선', '디자인혁신', '경쟁력강화', '김해', '김해의생명산업진흥원', '디자인', '경상남도', '전문가', '멘토링', '2025']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108710,
[광주] 남구 2025년 착한가격업소 신규 모집 공고,소상공인,행정안전부,유관기관지원사업,2025-04-25 ~ 2025-09-30,2025-04-30T10:24:13,"['내수', '광주', '개인서비스요금', '착한가격업소', '행정안전부', '개인사업자', '맞춤형', '인센티브', '법인사업자', '기초자치단체', '2025', '남구']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108678,
[부산] 남구 2025년 소상공인(음식점업ㆍ이미용업) 냉난방기 세척지원 사업 신청자 추가 모집 공고,소상공인,부산광역시,유관기관지원사업,예산 소진시까지,2025-04-30T09:11:58,"['경영', '부산', '스탠드형', '세척지원', '벽걸이형', '천장형', '냉난방기', '2025', '이미용업', '음식점업', '남구', '부산광역시', '기초자치단체', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108667,
햇살론119,기타,서민금융진흥원,대출상품,상시,2025-04-30T06:00:05,[],,352.0
[부산] 서구 2025년 음식점 입식좌석개선 지원사업 모집 공고,소상공인,부산광역시,유관기관지원사업,예산 소진시까지,2025-04-29T14:19:23,"['경영', '부산', '서구', '부산광역시', '기초자치단체', '2025', '입식좌석개선', '일반음식점', '식탁', '의자', '테이블']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108664,
[부산] 서구 인구감소지역 기업지원 특례보증 재공고,중소기업,부산광역시,유관기관지원사업,예산 소진시까지,2025-04-29T14:18:15,"['금융', '부산', '2025', '부산광역시', '기초자치단체', '운전자금', '시설자금', '대출', '서구', '특례보증', '인구감소지역']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108660,
2025년 청년 일경험 지원사업(인턴형) 참여기업 및 청년 모집 공고,중소기업,고용노동부,유관기관지원사업,예산 소진시까지,2025-04-29T11:21:17,"['금융', '인력', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '지방공기업', '2025', '일경험', '고령자', '직장체험', '비영리단체', '피드백', '제주상공회의소', '고용촉진', '코칭', '보조금', '프로젝트', '공공기관', '고용노동부', '청년', '여성', '비영리법인', '멘토링']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108632,
2025년 인천창조경제혁신센터 창업-BuS 프로그램 참여기업 모집 공고,창업벤처,인천광역시,유관기관지원사업,상시 접수,2025-04-28T13:26:15,"['금융', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '창업-BUS', '맞춤형지원', '2025', '프로그램', '발굴', '인천창조경제혁신센터', '인천광역시', '컨설팅', '스타트업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108572,
[제주] 2025년 현장경영멘토링 희망업체 모집 공고,중소기업,제주특별자치도,유관기관지원사업,예산 소진시까지,2025-04-28T10:38:01,"['경영', '제주', '희망업체', '현장경영멘토링', '제주특별자치도경제통상진흥원', '2025', '창업자', '경영컨설팅', '제주특별자치도', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108545,
2025년 K-스타트업센터 거점형 사업 참여기업 모집 공고,창업벤처,중소벤처기업부,유관기관지원사업,상시 접수,2025-04-28T09:42:43,"['금융', '수출', '창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '거점형', '2025', '특화프로그램', '제공', '맞춤형', '입주공간', '중소벤처기업진흥공단', '사업화', '해외진출', '창업기업', '투자유치', '중소벤처기업부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108515,
2025년 2차 지능형반도체 개발ㆍ실증 지원사업 시제품제작지원 모집 공고,중소기업,산업통상자원부,유관기관지원사업,상시 접수,2025-04-28T09:15:40,"['금융', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '경쟁력확보', '시제품제작지원', '한국팹리스산업협회', '지능형반도체', '2025', '프로그램', '개발', '실증', '산업통상자원부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108523,
[대구ㆍ경북] 2025년 메이커 스페이스 구축ㆍ운영 소싱디렉팅 프로그램 시행계획 공고,창업벤처,대구광역시,유관기관지원사업,상시 접수,2025-04-25T11:08:22,"['창업', '경영', '대구', '경북', '소싱디렉팅', '2025', '스페이스', '프로그램', '메이커', '구축', '운영', '대구테크노파크', '예비창업자', '대구광역시', '창업기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108483,
[경남] 김해시 지역대형유통사(농협하나로마트 김해점) 연계 오프라인 판매전 참가기업 모집 공고,중소기업,경상남도,유관기관지원사업,상시 접수,2025-04-24T13:55:53,"['내수', '경남', '김해점', '지역대형유통사', '농협하나로마트', '2025', '판매전', '오프라인', '김해시', '김해의생명산업진흥원', '경상남도', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108430,
2025년 중소유통 점포컨설팅 참여점포 모집 공고,소상공인,중소벤처기업부,유관기관지원사업,예산 소진시까지,2025-04-24T13:19:09,"['경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '경영역량강화', '중소유통', '2025', '점포', '생활밀착형', '한국생산성본부', '맞춤형', '컨설팅', '중소벤처기업부', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108408,
[경북] 관광기업 홍보 및 판로개척 지원사업 국내 박람회 개별참가 지원사업 공고,중소기업,경상북도,유관기관지원사업,예산 소진시까지,2025-04-24T10:17:30,"['내수', '경북', '2025', '경상북도문화관광공사', '경상북도', '국내박람회', '관광기업', '부스임차', '참가', '홍보', '판로개척']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108370,
[경북] 2025년 청년 인턴 지원사업 참여기업 모집 공고,중소기업,경상북도,유관기관지원사업,예산 소진시까지,2025-04-24T10:13:56,"['인력', '경북', '관광관련아이템', '정규직전환', '2025', '인턴', '관광기업', '인건비', '청년', '일자리창출', '경상북도', '경상북도문화관광공사']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108368,
[경북] 영천시 2025년 소상공인 카드수수료 지원사업 참여점포 모집 공고,소상공인,경상북도,유관기관지원사업,예산 소진시까지,2025-04-24T09:29:19,"['금융', '경영', '경북', '참여점포', '행복카드', '카드수수료', '경상북도경제진흥원', '지원사업', '경상북도', '소상공인', '2025', '영천시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108360,
[충북] 2025년 농식품 수출 자생력 강화지원 모집 공고,중소기업,충청북도,유관기관지원사업,예산 소진시까지,2025-04-23T13:55:00,"['금융', '수출', '충북', '외국어라벨', '검역', '2025', '상표등록', '통관', '농식품', '해외인증', '바이어발굴', '해외지사화', '충청북도', '충청북도기업진흥원', '시장조사']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108350,
[경북] 2025년 거점기관 개방형혁신사업 장비 및 인프라 지원 수혜기업 모집 공고,중소기업,경상북도,유관기관지원사업,2025-04-21 ~ 2025-10-31,2025-04-23T10:38:24,"['기술', '창업', '경북', '경북국가혁신융복합단지', '거점기관개방형혁신사업', '마이크로모빌리티', '2025', '도심항공교통', '자율주행차', '미래모빌리티', '전기차', '장비', 'OpenLab', '인프라', '드론', '중견', '경상북도', '경북테크노파크', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108304,
무안 도자 소공인특화지원센터 소공인 모집 공고,소상공인/예비창업자,소상공인시장진흥공단,공단지원사업,2025-04-22 ~ 2026-01-31,2025-04-22T13:55:18,[],,436.0
[충북] 2025년 소상공인 출산지원 시범사업 참여자 모집 공고,소상공인,충청북도,유관기관지원사업,예산 소진시까지,2025-04-22T10:52:36,"['금융', '인력', '충북', '출산지원', '지역경제활성화', '2025', '대체인력', '인건비', '충청북도', '충청북도기업진흥원', '일자리창출', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108230,
중소기업 전파 공동엔지니어링랩 운영지원 사업 공고,중소기업,과학기술정보통신부,유관기관지원사업,상시 접수,2025-04-21T14:04:03,"['기술', '인력', '창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '2025', '과학기술정보통신부', '한국전파진흥협회', '제조업', '중소기업', '전파ㆍ방송', '기술개발', '애로기술해결', '기술경쟁력강화', '시험ㆍ측정']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108198,
[서울] 2025년 소셜벤처 투자유치 액셀러레이팅 지원 사업 참여기업 모집 공고,창업벤처,서울특별시,유관기관지원사업,2025-04-18 ~ 2025-09-30,2025-04-21T14:01:11,"['금융', '창업', '경영', '서울', '2025', '서울소셜벤처허브', '소셜벤처기업', '기업진단', '액셀러레이팅', '서울특별시', '투자유치', '컨설팅', 'IR']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108197,
[전북] 전주시 2025년 금속가공 소공인 특화지원센터 지원사업 모집 공고,소상공인,전북특별자치도,유관기관지원사업,세부사업별 상이,2025-04-21T14:00:01,"['기술', '인력', '내수', '경영', '전북', '우수기술영상제작', '협업경쟁력강화', '환경위생개선', '작업현장고도화', '산업안전보건교육', '전북특별자치도', '안전진단', '백년소공인', '벤처기업육성촉진지구발전협의회', '전주', '우수제품', '전주벤처기업육성촉진지구발전협의회', '뿌리기업', '사업화', '소공인', '판로개척', '컨설팅', '전라북도', '2025']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108196,
[경북] 2025년 2차 뿌리산업 기업도약장려금 지원기업 모집 공고(지역형 플러스 일자리사업),중소기업,경상북도,유관기관지원사업,예산 소진시까지,2025-04-21T10:49:58,"['인력', '경북', '기업도약장려금', '지역형플러스일자리사업', '근로계약', '신규고용', '경북IT융합산업기술원', '뿌리산업', '뿌리기업', '인건비', '경상북도', '2025']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108167,
[제주] 2025년 해외시장조사서비스 및 해외비지니스출장지원사업 참가업체 모집 공고,중소기업,제주특별자치도,유관기관지원사업,예산 소진시까지,2025-04-21T10:17:24,"['금융', '수출', '제주', '해외시장조사서비스', '마케팅대행', '해외비즈니스출장', 'KOTRA제주사무소', '2025', '해외시장진출', '수출기업', '제주특별자치도', '시장조사', '패키지', '마케팅', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108139,
[제주] 2025년 해외 수출물류 네트워크 지원사업 참가업체 모집 공고,중소기업,제주특별자치도,유관기관지원사업,예산 소진시까지,2025-04-21T09:54:48,"['수출', '제주', '해외물류네트워크사업기업부담금', '제주특별자치도경제통상진흥원', '글로벌시장', '국제운임비', '창고료', '국제특송비', '수출물류', '물류비', '해외수출', '네트워크', '제주특별자치도', '2025']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108148,
[경기] 포천시 2025년 지역소공인 육성사업 소공인특화지원센터 지원사업 공고,소상공인,경기도,유관기관지원사업,세부사업별 상이,2025-04-21T09:22:35,"['경영', '경기', '2025', '중소벤처기업부', '소상공인시장진흥공단', '포천시', '경기대진테크노파크', '경기도', '지역소공인', '소공인특화지원센터', '가구제조', '공정개선', '시제품개발', '수요맞춤형컨설팅', '협업활성화', '역량강화교육']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108143,
[경북] 2025년 소상공인 IP(지식재산)창출지원 IP출원지원(상표출원) 사업 공고,소상공인,경상북도,유관기관지원사업,예산 소진시까지,2025-04-18T09:12:17,"['금융', '경영', '경북', '출원지원', '2025', '경북지식재산센터', '창출', '상표출원', '상표', 'IP', '지식재산', '경상북도', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108045,
2025년 해외 세일즈출장 및 바이어초청 지원사업 참가업체 모집 공고,중소기업,광주광역시,유관기관지원사업,예산 소진시까지,2025-04-17T13:42:13,"['금융', '수출', '내수', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '광주경제진흥상생일자리재단', '2025', '왕복항공료', '해외전시박람회', '해외세일즈', '해외시장개척단', '바이어초청', '해외출장', '수출상담회', '광주광역시', '해외마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108019,
생활화학제품 신고기업 컨설팅 지원사업 모집 공고,중소기업,환경부,유관기관지원사업,예산 소진시까지,2025-04-17T11:16:45,"['경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '수입중소기업', '행정컨설팅', '신고기업', '2025', '생활화학제품', '한국환경산업기술원', '환경부', '제조중소기업', '컨설팅', '소상공인', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000108021,
[대전] 2025년 인쇄소공인특화지원센터 컨설팅(기술해우소) 지원사업 모집 공고,소상공인,중소벤처기업부,유관기관지원사업,예산 소진시까지,2025-04-17T10:06:58,"['금융', '기술', '내수', '경영', '대전', '복제업', '행정도우미', '인쇄집적지', '2025', '인쇄물', '대전일자리경제진흥원', '소공인', '디자인', '컨설팅', '중소벤처기업부']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107991,
[세종] 입찰초보기업 컨설팅 지원사업 공고,중소기업,세종특별자치시,유관기관지원사업,2025-04-14 ~ 2025-12-31,2025-04-17T09:25:49,"['경영', '세종', '세종상공회의소', '컨설팅', '세종특별자치시', '2025', '입찰초보기업', '공공조달시장', '전자입찰']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107963,
[경기] 2025년 뿌리기업 플러스 일자리도약 장려금 사업 모집 공고,중소기업,경기도,유관기관지원사업,2025-04-01 ~ 2025-08-31,2025-04-17T09:19:32,"['금융', '인력', '경기', '일자리도약', '임금격차완화', '2025', '경기경영자총협회', '장려금', '대기업', '뿌리기업', '경기도', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107962,
포천 가산 가구 소공인특화지원센터 소공인 모집 공고,소상공인/예비창업자,소상공인시장진흥공단,공단지원사업,2025-04-16 ~ 2026-01-31,2025-04-16T16:56:34,[],,432.0
2025년 스마트상점 기술보급사업 「주문제작기술형」 참여 소상공인 모집공고(추가모집),소상공인,소상공인시장진흥공단,공단지원사업,2025-07-14 ~ 2025-12-31,2025-04-16T16:34:34,[],,431.0
전북 상생 소공인특화지원센터 소공인 모집 공고,소상공인/예비창업자,소상공인시장진흥공단,공단지원사업,2025-04-16 ~ 2026-01-31,2025-04-16T16:04:23,[],,430.0
서울 상생 소공인특화지원센터 소공인 모집 공고,소상공인/예비창업자,소상공인시장진흥공단,공단지원사업,2025-04-16 ~ 2026-01-31,2025-04-16T15:53:51,[],,429.0
2025년 소상공인 출산지원 시범사업,소상공인,충청북도,공단지원사업,2025-04-21 ~ 2026-07-31,2025-04-16T13:35:58,[],,428.0
2025년 수출전문인력 취업지원 공고,중소기업,문화체육관광부,유관기관지원사업,2025-04-14 ~ 2025-08-13,2025-04-16T10:21:39,"['인력', '수출', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '2025', '문화체육관광부', '한국출판문화산업진흥원', '수출전문인력', '취업장려지원금', '에이전시', '출판사', '정규직근로자']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107906,
[경남] 2025년 소상공인 온라인입점 지원사업 참여 소상공인 모집 공고,여성기업,경상남도,유관기관지원사업,예산 소진시까지,2025-04-15T13:11:08,"['내수', '경영', '경남', '온라인입점', 'e경남몰', '2025', '경남투자경제진흥원', '상세페이지제작', '기획전', '판로개척', '경상남도', '여성기업', '컨설팅', '마케팅', '소상공인', '온라인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107861,
2025년 소상공인 불공정거래 피해구제 지원 시행공고,소상공인,소상공인시장진흥공단,공단지원사업,2025-04-15 ~ 2025-11-30,2025-04-15T10:57:40,[],,427.0
서울 창신 의류제조 소공인특화지원센터 소공인 모집 공고,소상공인/예비창업자,소상공인시장진흥공단,공단지원사업,2025-04-11 ~ 2026-01-31,2025-04-11T15:37:06,[],,426.0
2025년 온라인소매상(셀러) 판매지원 사업 운영계획 공고,중소기업,농림축산식품부,유관기관지원사업,예산 소진시까지,2025-04-11T13:58:36,"['내수', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '온라인소매살', '온라인도매시장', '판매지원', '2025', '농식품기업', '샐러', '농가', '사진촬영', '상세페이지', '영상촬영', '콘텐츠제작', '한국농수산식품유통공사', '농림축산식품부', '온라인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107709,
[부산] 2025년 소상공인 고용ㆍ산재보험료 지원사업 소상공인 모집 공고,소상공인,부산광역시,유관기관지원사업,상시 접수,2025-04-11T10:40:44,"['인력', '경영', '부산', '2025', '부산광역시', '부산경제진흥원', '고용보험료', '산재보험료', '사업주', '자영업자']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107673,
[서울] 2025년 표준계약서 전자계약 서비스 지원사업 모집 공고,중소기업,서울특별시,유관기관지원사업,예산 소진시까지,2025-04-10T13:13:08,"['경영', '서울', '방문레슨 플랫폼', '간병인 직업소개소', '웹툰제작사', '운동사업장', '표준계약서', '2025', '전자계약', '체육시설', '에이전시', 'MCN', '서울특별시', '직접수행']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107623,
팁스 비R&D 연계사업(창업사업화ㆍ해외마케팅)(2025년 팁스(TIPS) 창업기업 지원계획 통합 공고),창업벤처,중소벤처기업부,유관기관지원사업,상시 접수,2025-04-10T09:47:02,"['금융', '기술', '수출', '창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '팁스 비R&D 연계사업', '2025', '딥테크', 'TIPS', '한국엔젤투자협회', '사업화', '창업기업', '중소벤처기업부', '해외마케팅', 'R&D', '창업사업화']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107577,
[경북] 영주시 2025년 소상공인 카드수수료 지원사업 참여점포 모집 공고,소상공인,경상북도,유관기관지원사업,예산 소진시까지,2025-04-10T09:42:13,"['금융', '경영', '경북', '참여점포', '행복카드', '카드수수료', '경상북도경제진흥원', '지원사업', '경상북도', '소상공인', '2025', '영주시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107575,
팁스R&D 글로벌 트랙(2025년 팁스(TIPS) 창업기업 지원계획 통합 공고),창업벤처,중소벤처기업부,유관기관지원사업,상시 접수,2025-04-10T09:37:46,"['금융', '기술', '수출', '창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '팁스R&D 글로벌 트랙', '2025', '딥테크', 'TIPS', '사업화', '창업기업', '중소기업기술정보진흥원', '중소벤처기업부', '해외마케팅', 'R&D']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107560,
팁스R&D 딥테크 트랙(2025년 팁스(TIPS) 창업기업 지원계획 통합 공고),창업벤처,중소벤처기업부,유관기관지원사업,상시 접수,2025-04-10T09:32:51,"['금융', '기술', '수출', '창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '팁스R&D 딥테크 트랙', '2025', '딥테크', 'TIPS', '사업화', '창업기업', '중소기업기술정보진흥원', '중소벤처기업부', '해외마케팅', 'R&D']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107574,
팁스R&D 일반트랙(2025년 팁스(TIPS) 창업기업 지원계획 통합 공고),창업벤처,중소벤처기업부,유관기관지원사업,상시 접수,2025-04-10T09:28:29,"['금융', '기술', '수출', '창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '팁스R&D 일반트랙', '2025', '딥테크', 'TIPS', '한국엔젤투자협회', '사업화', '창업기업', '중소벤처기업부', '해외마케팅', 'R&D']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000107573,
